lambda,mean_auc,sd_auc,rss
0,0,0,0
3,0.9946316313021383,0.006049435458536192,2.1853474703993236
2.9798657718120807,0.9946316313021383,0.006049435458536192,2.1830163859354745
2.959731543624161,0.9945295904858117,0.005994082057294958,2.1806672839119012
2.9395973154362416,0.9945295904858117,0.005994082057294958,2.177995248126746
2.9194630872483223,0.9945295904858117,0.005994082057294958,2.175335306462934
2.8993288590604025,0.9945295904858117,0.005994082057294958,2.1726876127372945
2.879194630872483,0.9945295904858117,0.005994082057294958,2.170052323023881
2.859060402684564,0.9945295904858117,0.005994082057294958,2.1674295974461155
2.8389261744966445,0.9945295904858117,0.005994082057294958,2.1649617831037675
2.8187919463087248,0.9945295904858117,0.005994082057294958,2.1626147416496386
2.7986577181208054,0.9945295904858117,0.005994082057294958,2.160293528151359
2.778523489932886,0.9945295904858117,0.005994082057294958,2.1579979617465157
2.7583892617449663,0.9945295904858117,0.005994082057294958,2.1557278472893326
2.738255033557047,0.9945295904858117,0.005994082057294958,2.153482981370341
2.7181208053691277,0.9946371173675321,0.005867055232503599,2.151263143054697
2.697986577181208,0.9946371173675321,0.005867055232503599,2.1490681159969944
2.6778523489932886,0.9946371173675321,0.005867055232503599,2.1468980958392248
2.6577181208053693,0.9946371173675321,0.005867055232503599,2.14475162180848
2.6375838926174495,0.9946371173675321,0.005867055232503599,2.1426385534867274
2.61744966442953,0.9946371173675321,0.005867055232503599,2.1406505480287064
2.597315436241611,0.9946371173675321,0.005867055232503599,2.138778830296974
2.577181208053691,0.9945350765512055,0.005753808863529437,2.1369325079552777
2.557046979865772,0.9945350765512055,0.005753808863529437,2.1351116588809242
2.5369127516778525,0.9945350765512055,0.005753808863529437,2.1333153770493425
2.5167785234899327,0.9945350765512055,0.005753808863529437,2.13154406984419
2.4966442953020134,0.9945350765512055,0.005753808863529437,2.129796513619283
2.476510067114094,0.994642603432926,0.005634064648154748,2.1280733766979965
2.4563758389261743,0.994642603432926,0.005634064648154748,2.1263421630386166
2.436241610738255,0.994642603432926,0.005634064648154748,2.124588598602908
2.4161073825503356,0.994642603432926,0.005634064648154748,2.122782974265312
2.395973154362416,0.994642603432926,0.005634064648154748,2.120903569598235
2.3758389261744965,0.994642603432926,0.005634064648154748,2.1190447735141573
2.3557046979865772,0.994642603432926,0.005634064648154748,2.1172086664110275
2.335570469798658,0.994642603432926,0.005634064648154748,2.1158693921944827
2.3154362416107386,0.9947501303146464,0.005522198184063045,2.1162398545745815
2.295302013422819,0.9947501303146464,0.005522198184063045,2.116677060643159
2.2751677852348995,0.99464808949832,0.005416422810006233,2.117174116016682
2.25503355704698,0.9947556163800403,0.005313442858555351,2.117723711242811
2.2348993288590604,0.9947556163800403,0.005313442858555351,2.1183181601585934
2.214765100671141,0.9947556163800403,0.005313442858555351,2.118949473166896
2.1946308724832218,0.9945515347473872,0.00512697104110633,2.119401656027152
2.174496644295302,0.9946590616291077,0.005035012608483116,2.1198587750108424
2.1543624161073827,0.9946645476945016,0.004875460622468737,2.1203255331370263
2.1342281879194633,0.9946645476945016,0.004875460622468737,2.1207931843684333
2.1140939597315436,0.9947720745762221,0.004805653662646145,2.1212533163839162
2.0939597315436242,0.9947720745762221,0.004805653662646145,2.121697419365638
2.073825503355705,0.9947720745762221,0.004805653662646145,2.122116968615886
2.053691275167785,0.9946700337598955,0.004739565890852494,2.1225038908749467
2.033557046979866,0.994567992943569,0.004683672258402208,2.1228506955444963
2.0134228187919465,0.9946641467897228,0.004503773625471904,2.1231496225918134
1.993288590604027,0.9946696328551167,0.0044025202445907175,2.1233939947133393
1.9731543624161074,0.9946696328551167,0.0044025202445907175,2.123577337480445
1.953020134228188,0.9947771597368371,0.004358217425363857,2.1238625729310616
1.9328859060402686,0.9947771597368371,0.004358217425363857,2.124087809168036
1.912751677852349,0.9946751189205106,0.004330703912459968,2.124233292504155
1.8926174496644297,0.994573078104184,0.004315096396375495,2.1242946589549696
1.8724832214765101,0.9944710372878576,0.004311524176505957,2.1242301153896683
1.8523489932885906,0.9944710372878576,0.004311524176505957,2.1240408200402743
1.8322147651006713,0.9945671911340114,0.004132227963774511,2.123761356774885
1.8120805369127517,0.9944670910339113,0.003986363843407379,2.123389587134544
1.7919463087248322,0.9944670910339113,0.003986363843407379,2.1229244084273637
1.7718120805369129,0.9943669909338112,0.003847997627318851,2.1225167728743832
1.7516778523489933,0.9942649501174847,0.0038540693298308995,2.1221033535444143
1.731543624161074,0.9943724769992052,0.003836539597433194,2.1215989344904536
1.7114093959731544,0.9943724769992052,0.003836539597433194,2.12100465934069
1.691275167785235,0.9943724769992052,0.003836539597433194,2.120321479688745
1.6711409395973156,0.9945875307626459,0.0038465917847502053,2.1195514440123095
1.651006711409396,0.9946950576443664,0.003874056653020583,2.118696597798098
1.6308724832214767,0.9946950576443664,0.003874056653020583,2.1177594409023266
1.6107382550335572,0.9946950576443664,0.003874056653020583,2.1167429046487256
1.5906040268456376,0.9946950576443664,0.003874056653020583,2.1156498069298175
1.5704697986577183,0.9948025845260868,0.003916118211449121,2.1144838959452845
1.5503355704697988,0.9945985028934338,0.0040020225237021555,2.1132483895447507
1.5302013422818792,0.9944964620771072,0.004063553915017759,2.1120555847635316
1.5100671140939599,0.9946039889588276,0.0041277171171629915,2.1111192383075346
1.4899328859060403,0.9946039889588276,0.0041277171171629915,2.1101303461350245
1.4697986577181208,0.9946039889588276,0.0041277171171629915,2.1090933698368604
1.4496644295302015,0.9945019481425011,0.004203080816293255,2.1080128183967224
1.429530201342282,0.994598101988655,0.004032380760917742,2.107179063609385
1.4093959731543626,0.994598101988655,0.004032380760917742,2.1065449814072017
1.389261744966443,0.994598101988655,0.004032380760917742,2.1058700984235488
1.3691275167785235,0.9944960611723285,0.004125116564940166,2.105098395089204
1.3489932885906042,0.9943999073261746,0.004289271660693734,2.104009997646506
1.3288590604026846,0.9943999073261746,0.004289271660693734,2.102390898908256
1.3087248322147653,0.9943999073261746,0.004289271660693734,2.1007549542725372
1.2885906040268458,0.9944053933915685,0.004467373630561008,2.0990502616728093
1.2684563758389262,0.9944108794569624,0.004668148152068817,2.0972367490569557
1.248322147651007,0.9944108794569624,0.004668148152068817,2.095591711059621
1.2281879194630874,0.9944108794569624,0.004668148152068817,2.0940440509250466
1.2080536912751678,0.9945184063386828,0.00477218687452423,2.092496380624461
1.1879194630872485,0.9945184063386828,0.00477218687452423,2.0909521276096177
1.167785234899329,0.9942122838897033,0.004951130926127001,2.089415827424829
1.1476510067114094,0.9942103431734768,0.005193341815953808,2.0878906231673837
1.12751677852349,0.9940062615408237,0.005472834708379496,2.0863807928327347
1.1073825503355705,0.9940043208245973,0.005541760990762396,2.0855300671917716
1.0872483221476512,0.9939022800082707,0.005688353451128792,2.085206571116501
1.0671140939597317,0.9936981983756177,0.00599685209450198,2.084059447639782
1.0469798657718121,0.9936981983756177,0.00599685209450198,2.082875695041623
1.0268456375838928,0.9934941167429646,0.00611396076045751,2.0817280598646755
1.0067114093959733,0.9934941167429646,0.00611396076045751,2.0806221253249144
0.9865771812080539,0.9934941167429646,0.00611396076045751,2.0792211205643207
0.9664429530201342,0.993397561992032,0.006354759653876866,2.0777953541969083
0.9463087248322148,0.993397561992032,0.006354759653876866,2.076391458170226
0.9261744966442955,0.9930973265132251,0.00658423843274564,2.075018474625381
0.9060402684563762,0.9930011726670712,0.006680446482409102,2.0736875139764948
0.8859060402684564,0.9928991318507447,0.00684102585750726,2.072398252437687
0.8657718120805371,0.9928991318507447,0.00684102585750726,2.071527625510086
0.8456375838926178,0.9926895641526978,0.0068909812582543676,2.0705327537644105
0.825503355704698,0.9924854825200448,0.0072314533542715154,2.069174148342998
0.8053691275167787,0.9923834417037182,0.007406365505067243,2.0680078374758186
0.7852348993288594,0.9921813007872916,0.0074674275907068545,2.0665940338043227
0.7651006711409396,0.992079259970965,0.007648889986540887,2.065883227996159
0.7449664429530203,0.9917731375219855,0.008207276486707741,2.0654844060336264
0.724832214765101,0.9917731375219855,0.008207276486707741,2.0653567359329097
0.7046979865771812,0.9918634043979666,0.008288455824147497,2.0657700475618066
0.6845637583892619,0.9917613635816401,0.008252671965701902,2.0669029396051655
0.6644295302013425,0.9916593227653135,0.008449454506141037,2.0688378180301297
0.6442953020134228,0.9915572819489871,0.008647779576930593,2.0718638608348283
0.6241610738255035,0.9915572819489871,0.008647779576930593,2.074054600846794
0.6040268456375841,0.9914552411326605,0.008616510191301245,2.0764546932043855
0.5838926174496644,0.9914552411326605,0.008616510191301245,2.0803417435848166
0.563758389261745,0.9914552411326605,0.008616510191301245,2.0830370767672064
0.5436241610738257,0.991353200316334,0.008815506253080656,2.082608867700244
0.5234899328859064,0.9914607271980543,0.008925345541250022,2.0844186413190724
0.5033557046979866,0.9913586863817279,0.009124815026122566,2.0926946770864063
0.4832214765100673,0.9912566455654014,0.009099554796501036,2.1076419796466466
0.463087248322148,0.9911604917192475,0.009138929152329433,2.1255580256054816
0.4429530201342282,0.9909568109913732,0.009070579442715448,2.1474899587405734
0.4228187919463089,0.9905545346962398,0.009481691916290546,2.1688780615849987
0.40268456375838957,0.9900462713308336,0.009942109610704747,2.1972929206475516
0.3825503355704698,0.99014831214716,0.00974315742080676,2.2418152851534647
0.3624161073825505,0.9874461712307334,0.012096439541533704,3.2395338011706603
0.34228187919463116,0.9864728588288496,0.013437563313504,2.6822048560280485
0.3221476510067114,0.9896459357519266,0.010274988331677353,2.4059105452356193
0.30201342281879207,0.9893457002731196,0.010713595629584122,2.478604624843696
0.28187919463087274,0.989243659456793,0.010686333561645351,2.5604322376255237
0.2617449664429534,0.989339813302947,0.010652609788856153,2.6567858496903347
0.24161073825503365,0.9692417187405666,0.047698911674100807,5.156165451773536
0.22147651006711433,0.985776234025082,0.01401049626475807,3.125368786200814
0.201342281879195,0.9856800801789282,0.014153356795700138,3.219318072101714
0.18120805369127524,0.9855839263327743,0.014298023192360702,3.3148800218863066
0.16107382550335592,0.9848817506421192,0.014105929608098276,3.42854583429246
0.1409395973154366,0.9857981124513383,0.014441037215278427,3.7352367721097415
0.12080536912751683,0.9845818512465978,0.013950095146794614,3.685766268574027
0.1006711409395975,0.9842834916625239,0.013669600424416627,3.8555679268300023
0.08053691275167818,0.9824736060248733,0.015453562338496471,5.251909383284094
0.06040268456375841,0.9830927190547006,0.014128344177261085,4.516334833019592
0.04026845637583909,0.9832347217197448,0.01224935776258253,4.700573074753156
0.020134228187919767,0.9848248542257759,0.0093659995603975945,5.0150696430636
0,0.9832971202326041,0.01396251941238713,NA
